timestamp,price_EUR_MWh
2024-08-08 17:00,44.84
2024-08-08 18:00,45.6
2024-08-08 19:00,50.08
2024-08-08 20:00,50.07
2024-08-08 21:00,50.18
2024-08-08 22:00,51.18
2024-08-08 23:00,50.67
2024-08-09 00:00,41.99
2024-08-09 01:00,47.96
2024-08-09 02:00,46.99
2024-08-09 03:00,42.28
2024-08-09 04:00,41.99
2024-08-09 05:00,42.6
2024-08-09 06:00,45.04
2024-08-09 07:00,44.65
2024-08-09 08:00,44.5
2024-08-09 09:00,39.15
2024-08-09 10:00,32.72
2024-08-09 11:00,30.07
2024-08-09 12:00,30.09
2024-08-09 13:00,25.01
2024-08-09 14:00,27.06
2024-08-09 15:00,31.09
2024-08-09 16:00,31.85
2024-08-09 17:00,31.22
2024-08-09 18:00,41.61
2024-08-09 19:00,44.5
2024-08-09 20:00,44.5
2024-08-09 21:00,43.97
2024-08-09 22:00,44.32
2024-08-09 23:00,45.79
2024-08-10 00:00,49.46
2024-08-10 01:00,43.6
2024-08-10 02:00,42.09
2024-08-10 03:00,43.22
2024-08-10 04:00,37.48
2024-08-10 05:00,39.1
2024-08-10 06:00,43.59
2024-08-10 07:00,39.15
2024-08-10 08:00,37.95
2024-08-10 09:00,17.41
2024-08-10 10:00,2.42
2024-08-10 11:00,-2.39
2024-08-10 12:00,-21.86
2024-08-10 13:00,-30.27
2024-08-10 14:00,-23.25
2024-08-10 15:00,-2.64
2024-08-10 16:00,8.1
2024-08-10 17:00,24.05
2024-08-10 18:00,47.07
2024-08-10 19:00,54.06
2024-08-10 20:00,54.32
2024-08-10 21:00,55.89
2024-08-10 22:00,54.02
2024-08-10 23:00,54.89
2024-08-11 00:00,54.68
2024-08-11 01:00,47.89
2024-08-11 02:00,46.92
2024-08-11 03:00,46.6
2024-08-11 04:00,45.7
2024-08-11 05:00,46.01
2024-08-11 06:00,45.69
2024-08-11 07:00,49.1
2024-08-11 08:00,42.77
2024-08-11 09:00,15.03
2024-08-11 10:00,-1.09
2024-08-11 11:00,-11.56
2024-08-11 12:00,-25.27
2024-08-11 13:00,-50.8
2024-08-11 14:00,-41.54
2024-08-11 15:00,-14.56
2024-08-11 16:00,10.47
2024-08-11 17:00,24.99
2024-08-11 18:00,50.13
2024-08-11 19:00,49.95
2024-08-11 20:00,55.53
2024-08-11 21:00,56.01
2024-08-11 22:00,55.53
2024-08-11 23:00,52.99
2024-08-12 00:00,47.63
2024-08-12 01:00,47.2
2024-08-12 02:00,47.2
2024-08-12 03:00,48.44
2024-08-12 04:00,48.8
2024-08-12 05:00,49.3
2024-08-12 06:00,52.07
2024-08-12 07:00,48.96
2024-08-12 08:00,49.0
2024-08-12 09:00,42.61
2024-08-12 10:00,44.3
2024-08-12 11:00,32.54
2024-08-12 12:00,15.23
2024-08-12 13:00,7.98
2024-08-12 14:00,13.76
2024-08-12 15:00,29.38
2024-08-12 16:00,45.7
2024-08-12 17:00,55.44
2024-08-12 18:00,62.83
2024-08-12 19:00,59.34
2024-08-12 20:00,58.88
2024-08-12 21:00,58.79
2024-08-12 22:00,58.2
2024-08-12 23:00,57.72
2024-08-13 00:00,57.84
2024-08-13 01:00,53.73
2024-08-13 02:00,42.41
2024-08-13 03:00,44.44
2024-08-13 04:00,51.99
2024-08-13 05:00,47.8
2024-08-13 06:00,54.09
2024-08-13 07:00,57.92
2024-08-13 08:00,63.75
2024-08-13 09:00,65.72
2024-08-13 10:00,56.43
2024-08-13 11:00,39.16
2024-08-13 12:00,36.22
2024-08-13 13:00,32.26
2024-08-13 14:00,38.21
2024-08-13 15:00,51.64
2024-08-13 16:00,69.14
2024-08-13 17:00,61.09
2024-08-13 18:00,64.54
2024-08-13 19:00,58.6
2024-08-13 20:00,58.6
2024-08-13 21:00,58.6
2024-08-13 22:00,58.59
2024-08-13 23:00,57.6
2024-08-14 00:00,75.99
